identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Contributor"" in relation to the work ""An oration delivered on the battlefield of Gettysburg (Nov. 19, 1863,) at the consecration of the cemetery ..."", which has the following provision information: ""New York: Baker & Godwin, 1863"". This work is about: ""Gettysburg, Battle of, Gettysburg, Pa., 1863.; Soldiers' National Cemetery (Gettysburg, Pa.); Alexandria National Cemetery (Pineville, La.)"".","1001 $aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Contributor,"An oration delivered on the battlefield of Gettysburg (Nov. 19, 1863,) at the consecration of the cemetery ...",by Edward Everett ...,"New York: Baker & Godwin, 1863","Gettysburg, Battle of, Gettysburg, Pa., 1863.; Soldiers' National Cemetery (Gettysburg, Pa.); Alexandria National Cemetery (Pineville, La.)",,,1328251,1328251#Agent100-13,"History, Heritage, and Memory",False,0.3555816113948822,"Arts, Culture, and Creative Expression"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Contributor"" in relation to the work ""The discovery and colonization of America, and immigration to the United States: a lecture delivered before the New York Historical Society, in Metropolitan Hall, on the 1st of June, 1853"", which has the following provision information: ""Boston: Little, Brown and Co, 1853 Cambridge: Metcalf and Co"". This work is about: ""America--Discovery and exploration; United States--Emigration and immigration"".","1001 $aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Contributor,"The discovery and colonization of America, and immigration to the United States: a lecture delivered before the New York Historical Society, in Metropolitan Hall, on the 1st of June, 1853",by Edward Everett,"Boston: Little, Brown and Co, 1853 Cambridge: Metcalf and Co",America--Discovery and exploration; United States--Emigration and immigration,,,1501454,1501454#Agent100-14,"History, Heritage, and Memory",False,0.996492326259613,"Humanities, Thought, and Interpretation"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Contributor"" in relation to the work ""Daniel Webster: an oration"", which has the following provision information: ""New York: H.H. Lloyd & co, 1859"". This work is about: ""Webster, Daniel, 1782-1852"". Its form or genre is: ""Biographies"".","1001 $aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Contributor,Daniel Webster: an oration,"by the Hon. Edward Everett, on the occasion of the dedication of the statue of Mr. Webster in Boston, Sept. 17th, 1859.","New York: H.H. Lloyd & co, 1859","Webster, Daniel, 1782-1852",Biographies,,1287943,1287943#Agent100-13,Literature and Narrative Arts,False,0.9983274340629578,"Arts, Culture, and Creative Expression"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Subject"" in relation to the work ""A discourse commemorative of the Hon. Edward Everett.: Preached January 22, 1865, in the Reformed Dutch Church, Geneva"", which has the following provision information: ""Geneva [N.Y.]: W. Johnson, printer, 1865"". Its form or genre is: ""Biographies"".","60010$aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Subject,"A discourse commemorative of the Hon. Edward Everett.: Preached January 22, 1865, in the Reformed Dutch Church, Geneva",by Charles Wiley,"Geneva [N.Y.]: W. Johnson, printer, 1865",,Biographies,,1164813,1164813#Agent600-20,"Religion, Theology, and Spirituality",False,0.9998134970664978,"Humanities, Thought, and Interpretation"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Subject"" in relation to the work ""Edward Everett, orator and statesman"", which has the following provision information: ""Boston; New York: Houghton Mifflin company, 1925"". Its form or genre is: ""Biographies"".","60010$aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Subject,"Edward Everett, orator and statesman",by Paul Revere Frothingham,"Boston; New York: Houghton Mifflin company, 1925",,Biographies,,1200802,1200802#Agent600-17,"Politics, Policy, and Government",False,0.9999439716339111,"Society, Governance, and Public Life"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Contributor"" in relation to the work ""Speech of Mr. Everett, of Massachusetts, delivered in the Senate of the United States, Feb. 8, 1854, on the Nebraska and Kansas territorial bill."", which has the following provision information: ""Washington: Printed at the Congressional Globe Office, 1854"". This work is about: ""United States. Kansas-Nebraska Act"".","1001 $aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Contributor,"Speech of Mr. Everett, of Massachusetts, delivered in the Senate of the United States, Feb. 8, 1854, on the Nebraska and Kansas territorial bill.",,"Washington: Printed at the Congressional Globe Office, 1854",United States. Kansas-Nebraska Act,,,1497799,1497799#Agent100-14,"Politics, Policy, and Government",False,0.9999902248382568,"Society, Governance, and Public Life"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Contributor"" in relation to the work ""Orations and speeches on various occasions"", which has the following provision information: ""Boston: American stationers' company, 1836 First edition"". This work is about: ""Speeches, addresses, etc., American.; Chamberlain, Jacob Chester, 1860-1905--Bookplate; Aldis, Owen Franklin, 1852-1925--Bookplate; Everett, Edward, 1794-1865--Presentation inscription from"".","1001 $aEverett, Edward,$d1794-1865.","Everett, Edward, 1794-1865",Contributor,Orations and speeches on various occasions,,"Boston: American stationers' company, 1836 First edition","Speeches, addresses, etc., American.; Chamberlain, Jacob Chester, 1860-1905--Bookplate; Aldis, Owen Franklin, 1852-1925--Bookplate; Everett, Edward, 1794-1865--Presentation inscription from",,,1287959,1287959#Agent100-13,Literature and Narrative Arts,False,0.9999967813491821,"Arts, Culture, and Creative Expression"
551.0,"""Everett, Edward, 1794-1865"" had the role of ""Associated person"" in relation to the work ""Orations and speeches on various occasions"", which has the following provision information: ""Boston: American stationers' company, 1836 First edition"". This work is about: ""Speeches, addresses, etc., American.; Chamberlain, Jacob Chester, 1860-1905--Bookplate; Aldis, Owen Franklin, 1852-1925--Bookplate; Everett, Edward, 1794-1865--Presentation inscription from"".","69214$aEverett, Edward,$d1794-1865","Everett, Edward, 1794-1865",Associated person,Orations and speeches on various occasions,,"Boston: American stationers' company, 1836 First edition","Speeches, addresses, etc., American.; Chamberlain, Jacob Chester, 1860-1905--Bookplate; Aldis, Owen Franklin, 1852-1925--Bookplate; Everett, Edward, 1794-1865--Presentation inscription from",,,1287959,1287959#Agent692-22,Literature and Narrative Arts,False,0.9999969005584717,"Arts, Culture, and Creative Expression"
558.1,"""Laud, William"" had the role of ""Subject"" in relation to the work ""An account of the proceedings at the sessions for the city of Westminster, against Thomas Whitfield ... John Smallbones ... and William Laud ... for tearing a petition prepared to be presented to the Kings Majestie for the sitting of the Parliament ..."", which has the following provision information: ""[n.p.]: [1679]"". This work is about: ""Whitfield, Thomas; Smallbones, John, fl. 1650.; Brit tracts--1679"".","60010$aLaud, William.","Laud, William",Subject,"An account of the proceedings at the sessions for the city of Westminster, against Thomas Whitfield ... John Smallbones ... and William Laud ... for tearing a petition prepared to be presented to the Kings Majestie for the sitting of the Parliament ...",,[n.p.]: [1679],"Whitfield, Thomas; Smallbones, John, fl. 1650.; Brit tracts--1679",,,1264771,1264771#Agent600-20,"Politics, Policy, and Government",False,0.9862884283065796,"Society, Governance, and Public Life"
558.1,"""Laud, William"" had the role of ""Subject"" in relation to the work ""An Account of the proceedings at the Sessions for the City of Westminster against Thomas Whitfield, scrivener, John Smallbones, woodmonger, and William Laud, painter: for tearing a petition prepared to be presented to the Kings Majestie, for the sitting of the Parliament : with an account of the said petition presented on the 13th instant, and His Majesties gracious answer"", which has the following provision information: ""[London]: [s.n.], [1680]"". This work is about: ""Popish Plot, 1678; Westminster (London, England); Charles II, King of England, 1630-1685; Whitfield, Thomas, Scrivener; Smallbones, John; Broadsides--England--17th century"".","60010$aLaud, William.","Laud, William",Subject,"An Account of the proceedings at the Sessions for the City of Westminster against Thomas Whitfield, scrivener, John Smallbones, woodmonger, and William Laud, painter: for tearing a petition prepared to be presented to the Kings Majestie, for the sitting of the Parliament : with an account of the said petition presented on the 13th instant, and His Majesties gracious answer",,"[London]: [s.n.], [1680]","Popish Plot, 1678; Westminster (London, England); Charles II, King of England, 1630-1685; Whitfield, Thomas, Scrivener; Smallbones, John; Broadsides--England--17th century",,,1412867,1412867#Agent600-25,Visual Arts and Design,False,0.9956786036491394,"Arts, Culture, and Creative Expression"
558.0,"""Laud, William"" had the role of ""Contributor"" in relation to the work ""A relation of the conference between William Laud ... and Mr. Fisher the Jesuit."", which has the following provision information: ""London: 1686 4th ed."".","1001 $aLaud, William.","Laud, William",Contributor,A relation of the conference between William Laud ... and Mr. Fisher the Jesuit.,,London: 1686 4th ed.,,,,1193607,1193607#Agent100-13,"Religion, Theology, and Spirituality",False,0.9999929666519165,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""A briefe exposition paraphrase or interpretation upon the Lord of Canterburies sermon or speech: upon the last pulpit that ever he preached which was the scaffold on Tower-hill : also upon the prayer which he used at the same time and place before his execution"", which has the following provision information: ""London: Printed for William Starbuck, 1645"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,A briefe exposition paraphrase or interpretation upon the Lord of Canterburies sermon or speech: upon the last pulpit that ever he preached which was the scaffold on Tower-hill : also upon the prayer which he used at the same time and place before his execution,written by William Starbucke ...,"London: Printed for William Starbuck, 1645",,,,1414885,1414885#Agent600-22,"Religion, Theology, and Spirituality",False,0.9999992847442627,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""Lectures on Archbishop Laud: together with a bibliography of Laudian literature and the Laudian exhibition catalogue, etc."", which has the following provision information: ""London: Allhallows Barking, E.C. A. Southey [distributor], 1895"". This work is about: ""Laud, William, 1573-1645--Bibliography"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,"Lectures on Archbishop Laud: together with a bibliography of Laudian literature and the Laudian exhibition catalogue, etc.",edited by William Edward Collins,"London: Allhallows Barking, E.C. A. Southey [distributor], 1895","Laud, William, 1573-1645--Bibliography",,,1527347,1527347#Agent600-24,"Religion, Theology, and Spirituality",False,0.9999998807907104,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""Lectures on Archbishop Laud: together with a bibliography of Laudian literature and the Laudian exhibition catalogue, etc."", which has the following provision information: ""London: Allhallows Barking, E.C. A. Southey [distributor], 1895"". This work is about: ""Laud, William, 1573-1645--Bibliography"".","60010$aLaud, William,$d1573-1645","Laud, William, 1573-1645",Subject,"Lectures on Archbishop Laud: together with a bibliography of Laudian literature and the Laudian exhibition catalogue, etc.",edited by William Edward Collins,"London: Allhallows Barking, E.C. A. Southey [distributor], 1895","Laud, William, 1573-1645--Bibliography",,,1527347,1527347#Agent600-25,"Religion, Theology, and Spirituality",False,0.9999998807907104,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""Mercvries message defended, against the vain ... cavils of Thomas Herbert ..."", which has the following provision information: ""London printed: 1641"". This work is about: ""Herbert, Thomas, 1597-1642?"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,"Mercvries message defended, against the vain ... cavils of Thomas Herbert ...",by the author of the said Mercuries message,London printed: 1641,"Herbert, Thomas, 1597-1642?",,,1337407,1337407#Agent600-19,"Religion, Theology, and Spirituality",False,0.9999947547912598,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Contributor"" in relation to the work ""The copy of the petition presented to the honourable Houses of Parliament by the Lord Archbishop of Canterbury, &c: wherein the said arch-bishop desires that he may not be transported beyond the seas into New England with Master Peters, in regard to his extraordinary age and weakenesse"", which has the following provision information: ""London: Printed for Io. Smith ..., 1643"". This work is about: ""Laud, William, 1573-1645"".","1001 $aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Contributor,"The copy of the petition presented to the honourable Houses of Parliament by the Lord Archbishop of Canterbury, &c: wherein the said arch-bishop desires that he may not be transported beyond the seas into New England with Master Peters, in regard to his extraordinary age and weakenesse",,"London: Printed for Io. Smith ..., 1643","Laud, William, 1573-1645",,,1419226,1419226#Agent100-14,"Religion, Theology, and Spirituality",False,0.9999947547912598,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""The copy of the petition presented to the honourable Houses of Parliament by the Lord Archbishop of Canterbury, &c: wherein the said arch-bishop desires that he may not be transported beyond the seas into New England with Master Peters, in regard to his extraordinary age and weakenesse"", which has the following provision information: ""London: Printed for Io. Smith ..., 1643"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,"The copy of the petition presented to the honourable Houses of Parliament by the Lord Archbishop of Canterbury, &c: wherein the said arch-bishop desires that he may not be transported beyond the seas into New England with Master Peters, in regard to his extraordinary age and weakenesse",,"London: Printed for Io. Smith ..., 1643",,,,1419226,1419226#Agent600-22,"Religion, Theology, and Spirituality",False,0.9999771118164062,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""A discovery of the notorious proceedings of William Lavd Archbishop of Canterbury in bringing innovations into the church and raising up troubles in the state: his pride in riding in his coach when the King himselfe went along on foot and being reproved would not alight : with his tyrannicall government both in himselfe and his agents"", which has the following provision information: ""London: Printed and are to be sold by Henry Walker, 1641"". This work is about: ""Great Britain--History--Charles I, 1625-1649"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,A discovery of the notorious proceedings of William Lavd Archbishop of Canterbury in bringing innovations into the church and raising up troubles in the state: his pride in riding in his coach when the King himselfe went along on foot and being reproved would not alight : with his tyrannicall government both in himselfe and his agents,"confessed by John Browne a prisoner in the gatehouse, twice examined by a committee of six from the honourable House of Commons ; and now brought to the view of the world, October 15, 1641","London: Printed and are to be sold by Henry Walker, 1641","Great Britain--History--Charles I, 1625-1649",,,1430924,1430924#Agent600-22,"Religion, Theology, and Spirituality",False,0.9999983310699463,"Humanities, Thought, and Interpretation"
558.0,"""Laud, William, 1573-1645"" had the role of ""Subject"" in relation to the work ""Rome for Canterbury, or, A true relation of the birth and life of William Laud Arch-bishop of Canterbury: together with the whole manner of his proceeding, both in the star-chamber, high-commission court, in his owne house, and some observations of him in the tower : with his carriage at the fight of the deputyes going to the place of execution, &c. : dedicated to all the Arminian tribe or Canterburian faction, in the yeare of grace, 1641 : whereunto is added all the articles by which he stands charged of high treason, &c."", which has the following provision information: ""[London?]: [s.n.], 1641"". This work is about: ""Treason--England"".","60010$aLaud, William,$d1573-1645.","Laud, William, 1573-1645",Subject,"Rome for Canterbury, or, A true relation of the birth and life of William Laud Arch-bishop of Canterbury: together with the whole manner of his proceeding, both in the star-chamber, high-commission court, in his owne house, and some observations of him in the tower : with his carriage at the fight of the deputyes going to the place of execution, &c. : dedicated to all the Arminian tribe or Canterburian faction, in the yeare of grace, 1641 : whereunto is added all the articles by which he stands charged of high treason, &c.",,"[London?]: [s.n.], 1641",Treason--England,,,1433112,1433112#Agent600-24,"Religion, Theology, and Spirituality",False,0.9999997615814209,"Humanities, Thought, and Interpretation"
571.1,"""Price, Richard"" had the role of ""Contributor"" in relation to the work ""New York stories"", which has the following provision information: ""[Burbank, Calif.?]: Touchstone Home Video ; Distributed by Buena Vista Home Video, [1990?]"". This work is about: ""Feature films; Comedy films; Short films; New York (N.Y.)--Drama; New York (N.Y.)--In motion pictures; Films for the hearing impaired"". Its form or genre is: ""Video recordings"".","7001 $aPrice, Richard.","Price, Richard",Contributor,New York stories,Touchstone Pictures ; a Jack Rollins and Charles H. Jaffee production ; produced by Robert Greenhut,"[Burbank, Calif.?]: Touchstone Home Video ; Distributed by Buena Vista Home Video, [1990?]",Feature films; Comedy films; Short films; New York (N.Y.)--Drama; New York (N.Y.)--In motion pictures; Films for the hearing impaired,Video recordings,,1760518,1760518#Agent700-40,Performing Arts and Media,False,0.9434874057769775,"Arts, Culture, and Creative Expression"
571.1,"""Price, Richard"" had the role of ""Contributor"" in relation to the work ""New York stories"", which has the following provision information: ""[Burbank, Calif.?]: Touchstone Home Video, [1989?]"". This work is about: ""Feature films; Comedy films"". Its form or genre is: ""Video recordings"".","7001 $aPrice, Richard.","Price, Richard",Contributor,New York stories,,"[Burbank, Calif.?]: Touchstone Home Video, [1989?]",Feature films; Comedy films,Video recordings,,1758503,1758503#Agent700-28,Performing Arts and Media,False,0.8856629729270935,"Arts, Culture, and Creative Expression"
571.5,"""Price, Richard, 1723-1791"" had the role of ""Contributor"" in relation to the work ""A discourse addressed to a congregation at Hackney, on February 21, 1781: Being the day appointed for a public fast ..."", which has the following provision information: ""London: T. Cadell, [1781]"". This work is about: ""Fast-day sermons; United States--History--Revolution, 1775-1783; United States--Politics and government--1775-1783; Brit tracts--1781"".","1001 $aPrice, Richard,$d1723-1791.","Price, Richard, 1723-1791",Contributor,"A discourse addressed to a congregation at Hackney, on February 21, 1781: Being the day appointed for a public fast ...",By Richard Price,"London: T. Cadell, [1781]","Fast-day sermons; United States--History--Revolution, 1775-1783; United States--Politics and government--1775-1783; Brit tracts--1781",,,1278974,1278974#Agent100-13,"Religion, Theology, and Spirituality",False,0.9997943043708801,"Humanities, Thought, and Interpretation"
571.5,"""Price, Richard, 1723-1791"" had the role of ""Contributor"" in relation to the work ""Observations on the nature of civil liberty, the principles of governmnet, and the justice and policy of the war with America: To which is added, an appendix, containing a state of the national debt, an estimate of the money drawn from the public by the taxes, and an account of the national income and expenditure since the last war. : [Two lines in Latin from Virgil]"", which has the following provision information: ""[Philadelphia]: London printed, 1776. Philadephia: re-printed and sold by John Dunlap, at the newest printing-office, in Market-Street., MDCCLXXVI. [1776]"". This work is about: ""Debts, Public--Great Britain; Finance, Public--Great Britain; Liberty; United States--Politics and government--1775-1783; United States--History--Revolution, 1775-1783--Causes"".","1001 $aPrice, Richard,$d1723-1791.","Price, Richard, 1723-1791",Contributor,"Observations on the nature of civil liberty, the principles of governmnet, and the justice and policy of the war with America: To which is added, an appendix, containing a state of the national debt, an estimate of the money drawn from the public by the taxes, and an account of the national income and expenditure since the last war. : [Two lines in Latin from Virgil]","By Richard Price, D.D. F.R.S.","[Philadelphia]: London printed, 1776. Philadephia: re-printed and sold by John Dunlap, at the newest printing-office, in Market-Street., MDCCLXXVI. [1776]","Debts, Public--Great Britain; Finance, Public--Great Britain; Liberty; United States--Politics and government--1775-1783; United States--History--Revolution, 1775-1783--Causes",,,1560439,1560439#Agent100-14,"Politics, Policy, and Government",False,0.9998772144317627,"Society, Governance, and Public Life"
571.5,"""Price, Richard, 1723-1791"" had the role of ""Contributor"" in relation to the work ""A sermon, delivered to a congregation of Protestant dissenters, at Hackney, on the 10th of February last: being the day appointed for a general fast"", which has the following provision information: ""London: Printed for T. Cadell, 1779"". This work is about: ""Bible. O.T. Genesis XVIII, 32--Sermons; Great Britain--Politics and government--1760-1789; Fast day sermons--England--London--1779; Brit tracts--1779; Farnam, William Whitman, 1844-1929--Ownership"". Its form or genre is: ""Booksellers' advertisements; Fast-day sermons; Tracts (literary works)"".","1001 $aPrice, Richard,$d1723-1791.","Price, Richard, 1723-1791",Contributor,"A sermon, delivered to a congregation of Protestant dissenters, at Hackney, on the 10th of February last: being the day appointed for a general fast",By Richard Price,"London: Printed for T. Cadell, 1779","Bible. O.T. Genesis XVIII, 32--Sermons; Great Britain--Politics and government--1760-1789; Fast day sermons--England--London--1779; Brit tracts--1779; Farnam, William Whitman, 1844-1929--Ownership",Booksellers' advertisements; Fast-day sermons; Tracts (literary works),,1165812,1165812#Agent100-12,"Religion, Theology, and Spirituality",False,0.9999991655349731,"Humanities, Thought, and Interpretation"
571.5,"""Price, Richard, 1723-1791"" had the role of ""Subject"" in relation to the work ""Remarks on the nature and extent of liberty, as compatible with the Genius of civil societies: on the principles of government and the proper limits of its powers in free states ; and, on the justice and policy of the American War. Occasioned by perusing the observations of Dr. Price on these subjects. In a letter to a friend."", which has the following provision information: ""Edinburgh: W. Creech and T. Cadell, London, 1776"". This work is about: ""Price, Richard, 1723-1791. Observations on the nature of civil liberty; United States--Politics and government--1775-1783; United States--History--Revolution, 1775-1783--Causes; Brit Tracts--1776"". Its form or genre is: ""Tracts (literary genre)"".","60010$aPrice, Richard,$d1723-1791.$tObservations on the nature of civil liberty.","Price, Richard, 1723-1791",Subject,"Remarks on the nature and extent of liberty, as compatible with the Genius of civil societies: on the principles of government and the proper limits of its powers in free states ; and, on the justice and policy of the American War. Occasioned by perusing the observations of Dr. Price on these subjects. In a letter to a friend.",,"Edinburgh: W. Creech and T. Cadell, London, 1776","Price, Richard, 1723-1791. Observations on the nature of civil liberty; United States--Politics and government--1775-1783; United States--History--Revolution, 1775-1783--Causes; Brit Tracts--1776",Tracts (literary genre),,1167689,1167689#Agent600-21,"Politics, Policy, and Government",False,0.9996432065963745,"Society, Governance, and Public Life"
582.0,"""Rowe, Nicholas, 1674-1718"" had the role of ""Contributor"" in relation to the work ""The works of Mr. William Shakespear, in nine volumes: with his life, by N. Rowe Esq; adorn'd with cuts. To the last volume is prefix'd, I. An essay on the art, rise, and progress of the stage, in Greece, Rome, and England. II. Observations upon the most sublime passages in this author. III. A glossary, explaining the antiquated words made use of throughout his works"", which has the following provision information: ""London: Printed for J. Tonson, E. Curll, J. Pemberton, and K. Sanger: and are to be sold by J. Knapton and D. Midwinter in St. Paul's Church-yard, A. Betsworth on London-Bridg, W. Taylor in Pater-noster-Row, T. Varnam and J. Osborn in Lombard-street, and J. Browne near Temple-Bar, M. DCC. XIV. [1714]"". This work is about: ""Shakespeare, William, 1564-1616--Early works to 1800; Shakespeare, William, 1564-1616--Criticism and interpretation--Early works to 1800; Theater--Early works to 1800; Verse drama, English--Early works to 1800; Shakespeare, William, 1564-1616; Theater; Binns, J.--Autograph"". Its form or genre is: ""Drama; Criticism, interpretation, etc.; Early works; Cancellation (Publishing)"".","7001 $aRowe, Nicholas,$d1674-1718.","Rowe, Nicholas, 1674-1718",Contributor,"The works of Mr. William Shakespear, in nine volumes: with his life, by N. Rowe Esq; adorn'd with cuts. To the last volume is prefix'd, I. An essay on the art, rise, and progress of the stage, in Greece, Rome, and England. II. Observations upon the most sublime passages in this author. III. A glossary, explaining the antiquated words made use of throughout his works",,"London: Printed for J. Tonson, E. Curll, J. Pemberton, and K. Sanger: and are to be sold by J. Knapton and D. Midwinter in St. Paul's Church-yard, A. Betsworth on London-Bridg, W. Taylor in Pater-noster-Row, T. Varnam and J. Osborn in Lombard-street, and J. Browne near Temple-Bar, M. DCC. XIV. [1714]","Shakespeare, William, 1564-1616--Early works to 1800; Shakespeare, William, 1564-1616--Criticism and interpretation--Early works to 1800; Theater--Early works to 1800; Verse drama, English--Early works to 1800; Shakespeare, William, 1564-1616; Theater; Binns, J.--Autograph","Drama; Criticism, interpretation, etc.; Early works; Cancellation (Publishing)",,1246344,1246344#Agent700-41,Literature and Narrative Arts,False,0.9999886751174927,"Arts, Culture, and Creative Expression"
582.0,"""Rowe, Nicholas, 1674-1718"" had the role of ""Contributor"" in relation to the work ""The ambitious step-mother: A tragedy. As it is acted at the New Theatre in Little-Lincolns-Inn-Fields. By Her Majesties servants."", which has the following provision information: ""London: R. Wellington [etc], 1702 The 2d ed., with the addition of a new scene ..."". This work is about: ""Walpole, Horace, 1717-1797--Ms. notes"".","1001 $aRowe, Nicholas,$d1674-1718.","Rowe, Nicholas, 1674-1718",Contributor,The ambitious step-mother: A tragedy. As it is acted at the New Theatre in Little-Lincolns-Inn-Fields. By Her Majesties servants.,Written by N. Rowe,"London: R. Wellington [etc], 1702 The 2d ed., with the addition of a new scene ...","Walpole, Horace, 1717-1797--Ms. notes",,,1735947,1735947#Agent100-12,Literature and Narrative Arts,False,0.9999909400939941,"Arts, Culture, and Creative Expression"
582.0,"""Rowe, Nicholas, 1674-1718"" had the role of ""Subject"" in relation to the work ""A new Rehearsal, or Bays the Younger: Containing an examen of The ambitious stepmother. Tamerlane, the biter, Fair penitent, Royal convert, Vlysses, and Jane Shore."", which has the following provision information: ""London: Printed for J. Roberts in Warwick-Lane, 1714"". This work is about: ""Drama"".","60010$aRowe, Nicholas,$d1674-1718.","Rowe, Nicholas, 1674-1718",Subject,"A new Rehearsal, or Bays the Younger: Containing an examen of The ambitious stepmother. Tamerlane, the biter, Fair penitent, Royal convert, Vlysses, and Jane Shore.","All written by N. Rowe esq;. Also a word or two upon Mr. Pope's Rape of the lock. To which is prefix'd, a preface in vindication of criticism in general, by the late Earl of Shaftsbury","London: Printed for J. Roberts in Warwick-Lane, 1714",Drama,,,1340468,1340468#Agent600-21,Literature and Narrative Arts,False,0.9998291730880737,"Arts, Culture, and Creative Expression"
582.0,"""Rowe, Nicholas, 1674-1718"" had the role of ""Contributor"" in relation to the work ""The fair penitent: A tragedy. As it is acted at the new theatre in Little Lincolns-Inns-Fields. By Her Majesty's Servants"", which has the following provision information: ""London: Printed for J. Tonson, 1703"". This work is about: ""English drama (Tragedy)"". Its form or genre is: ""Tragedies (Drama)"".","1001 $aRowe, Nicholas,$d1674-1718.$0http://id.loc.gov/authorities/names/n50022308","Rowe, Nicholas, 1674-1718",Contributor,The fair penitent: A tragedy. As it is acted at the new theatre in Little Lincolns-Inns-Fields. By Her Majesty's Servants,"Written by N. Rowe, esq","London: Printed for J. Tonson, 1703",English drama (Tragedy),Tragedies (Drama),,1272187,1272187-57a05c53-fb9f-44e2-bd79-e1b6d534cf5e#http://id.loc.gov/rwo/agents/n50022308,Literature and Narrative Arts,False,0.9999443292617798,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""Der Zauberer Oz"", which has the following provision information: ""Berlin: C. Dressler Verlag, 1975"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,Der Zauberer Oz,L. Frank Baum ; mit vielen Zeichnungen von Frans Haacken ; [Deutsch von Sybil Gräfin Schöenfeldt und Maria Torris],"Berlin: C. Dressler Verlag, 1975",,,,1289753,1289753#Agent100-14,Literature and Narrative Arts,False,0.999984860420227,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""Der Zauberer Oz"", which has the following provision information: ""Berlin: C. Dressler Verlag, 1975"". It is further related to the work ""The wizard of Oz. German."".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,Der Zauberer Oz,L. Frank Baum ; mit vielen Zeichnungen von Frans Haacken ; [Deutsch von Sybil Gräfin Schöenfeldt und Maria Torris],"Berlin: C. Dressler Verlag, 1975",,,The wizard of Oz. German.,1289753,1289753#Hub240-15-Agent,Literature and Narrative Arts,False,0.9999821186065674,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The Wizard of Oz"", which has the following provision information: ""Universal City, Calif: MGM/UA Home Video, c1996"". This work is about: ""Friendship--Drama; Good and evil--Drama; Films for the hearing impaired; Feature films; Musicals; Film adaptations"". Its form or genre is: ""Video recordings; Fantasy films; Musical films"". It is further related to the work ""Wizard of Oz"".","7001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tWizard of Oz.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The Wizard of Oz,"Metro-Goldwyn-Mayer ; Victor Fleming, director ; Mervyn LeRoy, producer ; Noel Langley, Florence Ryerson, Edgar Allan Woolf, screen play","Universal City, Calif: MGM/UA Home Video, c1996",Friendship--Drama; Good and evil--Drama; Films for the hearing impaired; Feature films; Musicals; Film adaptations,Video recordings; Fantasy films; Musical films,Wizard of Oz,1760525,1760525#Agent700-37,Performing Arts and Media,False,0.9065830111503601,"Arts, Culture, and Creative Expression"
